"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000134108",2876.97458425237,-8.7802009813534e-06,0.00144257105944047,0.377128144732347,0.684363638756851
"ENSG00000134109",3321.24272857939,-1.03189589739332e-05,0.00144265107386403,0.124031921068051,0.400258606943884
"ENSG00000134115",0.676187781617863,3.78079614299175e-07,0.00144269445716321,0.564073250151728,NA
"ENSG00000134121",0.536353825635703,4.43598183391394e-07,0.00144269461714209,0.475489890261233,NA
"ENSG00000134138",847.448647188245,-7.7735764002428e-06,0.00144269386460599,0.00822866876879255,0.106944425840432
"ENSG00000134146",155.26274728425,8.43243727152493e-06,0.00144260363862661,0.330219558581563,0.643059140395675
"ENSG00000134152",901.284264529125,8.8218635219123e-07,0.00144253682601187,0.934996579884308,0.977709609284248
"ENSG00000134153",1326.7121653423,-1.19340498459175e-05,0.00144262961901849,0.138703188193224,0.422431402286438
"ENSG00000134160",3.49259851126182,-2.0278316709873e-06,0.00144268725547225,0.411982094588141,NA
"ENSG00000134183",50.5048364685103,-5.61577584625396e-07,0.00144265758657086,0.913043546492048,0.970325333885586
"ENSG00000134184",86.5039282827613,-5.01719488426793e-07,0.00144269399317105,0.570258131938188,0.813831239530915
"ENSG00000134186",1914.04882593753,5.48181484196034e-06,0.00144241340792471,0.0545319746032161,0.265755581699367
"ENSG00000134198",68.4636770873122,-1.07243527677242e-06,0.00144269099733339,0.538655984090559,0.795696554849571
"ENSG00000134201",13.1035135175139,1.39620815359429e-06,0.00144269145618244,0.410571056428192,0.711509848393619
"ENSG00000134202",563.817599419595,-1.11369113627046e-06,0.00144267780264105,0.751838144427028,0.908767533502479
"ENSG00000134215",1846.99395999184,6.14751180263994e-06,0.00144269337645005,0.0114524244188394,0.122948029601395
"ENSG00000134222",271.914892263814,-4.27529287101276e-05,0.00144300112665085,0.921200776435165,0.973021240731472
"ENSG00000134242",81.1008450982946,-4.88146067305377e-06,0.00144269798866424,1.07001966707624e-05,0.00702952824746554
"ENSG00000134243",3046.65478986303,-3.90322766037893e-06,0.00144268235550481,0.240265870652035,0.553639105784908
"ENSG00000134245",262.754834921345,2.32024628348319e-06,0.00144265540817251,0.669207108163755,0.868739562345937
"ENSG00000134247",5244.90542890998,3.26963787263438e-06,0.00144268939689387,0.0851473274687084,0.33162643329918
"ENSG00000134248",1380.35850610699,-3.33312624234023e-06,0.00144254928834096,0.745927573654728,0.905662745175995
"ENSG00000134250",1878.8509640281,-7.49193225197335e-06,0.00144269779104076,0.958157295570606,0.985176702490409
"ENSG00000134253",94.1950547949925,-1.94393844794533e-06,0.00144265554531278,0.716829122456288,0.893344071791521
"ENSG00000134255",720.369383159883,0.000135165434328815,0.00144556301140238,0.913674392656886,0.970540085298013
"ENSG00000134256",22.3436921454389,2.49898966012382e-06,0.00144269273248645,0.836262488804818,0.940655436280972
"ENSG00000134259",6.35017079109098,-3.54339643008745e-07,0.00144269222535517,0.803030802351208,NA
"ENSG00000134262",653.667526724913,1.37560091710683e-05,0.00144241066885248,0.363449853248649,0.671616039624349
"ENSG00000134265",1247.13051922578,-7.61943884470114e-06,0.0014425374920225,0.487744389271585,0.762463796238736
"ENSG00000134278",1653.03067366758,-1.93109592999093e-05,0.00144271193801367,0.00804494984409554,0.105723082682498
"ENSG00000134283",1905.24165760926,6.71999741277138e-06,0.00144221861418188,0.443406313698573,0.732571038932632
"ENSG00000134285",652.661846218735,-2.17164411123936e-06,0.00144263191689904,0.748038237840229,0.907052336421365
"ENSG00000134287",5798.57971554323,-1.61728767126388e-05,0.00144257267907726,0.141163008731708,0.425929886480215
"ENSG00000134291",947.721351671675,7.20511325892319e-06,0.00144265295896129,0.491973332583636,0.765320776806674
"ENSG00000134294",22653.5867194923,8.1031780562094e-06,0.00144265996925577,0.162912197849852,0.457568797714417
"ENSG00000134297",113.986795549148,1.05665822863475e-05,0.00144257849634886,0.285916555618117,0.60241338583376
"ENSG00000134308",12071.2952652121,-1.62223941041694e-05,0.00144264425467617,0.051807095591559,0.259475398349931
"ENSG00000134313",4130.89539483773,-1.17359745945373e-05,0.00144230130778406,0.49845483244267,0.770821499830761
"ENSG00000134317",41.0005461290509,-1.25622090520267e-05,0.0014426925949298,0.0069202263807672,0.0984784240404078
"ENSG00000134318",6538.2352340563,2.43950071090482e-05,0.00144259736427038,0.0256228195946621,0.181890274035878
"ENSG00000134321",89.1211223094383,-6.15625263440678e-06,0.00144269863469156,0.000110854213440113,0.0149687071330853
"ENSG00000134323",197.531294748998,1.35046262034006e-06,0.00144268960624884,0.510943052670826,0.778191841593434
"ENSG00000134324",2689.23103423631,-1.27655138182188e-05,0.00144267353716819,0.0333929941117902,0.208747850348454
"ENSG00000134326",135.827306561226,-4.60378521708851e-06,0.00144269458011227,0.0100410707740961,0.11632792218586
"ENSG00000134330",613.795098018273,-1.92782680070558e-06,0.00144254010394263,0.854805863399159,0.947139443317682
"ENSG00000134333",11581.1430139872,-5.95698873530894e-06,0.00144267103743825,0.201235192728761,0.508899187261359
"ENSG00000134339",8.96244413867336,1.80351066200753e-06,0.00144267076245205,0.671362429733687,0.869791470113015
"ENSG00000134343",3.7010191220312,-5.27110822902245e-07,0.0014426891789373,0.79779970258258,NA
"ENSG00000134352",33978.6067601684,1.39658782340814e-05,0.00144268015148837,0.01899359938386,0.156877117810514
"ENSG00000134363",674.379189456698,2.56771766321575e-06,0.00144269147981143,0.169898577465708,0.46698822265588
"ENSG00000134365",3.5714400753171,-1.95209011111766e-06,0.00144268396333363,0.502176120905499,NA
"ENSG00000134369",7310.80766064575,-9.57156302773929e-06,0.00144269279426278,0.00868532613815692,0.109599389232008
"ENSG00000134371",1778.71312715006,-1.37234618918348e-05,0.00144250801028891,0.275305617966212,0.59035274408623
"ENSG00000134375",2193.24481867192,-7.98936811914953e-06,0.00144264051012009,0.245133266822352,0.560097151987849
"ENSG00000134376",1.7040397643447,-2.40147265626773e-06,0.00144269125873378,0.195678001104974,NA
"ENSG00000134398",4.49151486460435,-2.78043929790937e-06,0.0014426851913537,0.328656390863144,NA
"ENSG00000134419",4503.68746594468,1.73912650731023e-05,0.00144244711510687,0.075816947824183,0.310609411984917
"ENSG00000134440",4924.22624492099,-2.88267220938171e-06,0.00144249474626937,0.810349317356509,0.931756303611547
"ENSG00000134444",1236.57525490829,-3.49276287972324e-05,0.00144266825836326,0.00776703500132792,0.103909352846318
"ENSG00000134452",2670.59809793576,-4.52848595957357e-05,0.00144263827959613,0.157730935867277,0.449500666176264
"ENSG00000134453",2516.0869278731,-7.17803016495065e-07,0.00144239613937029,0.960262039853133,0.985773992690798
"ENSG00000134460",2.9663745620815,-1.11159121494229e-05,0.00144270819429695,0.205951433333051,NA
"ENSG00000134461",149.728855952873,2.92840609528169e-05,0.00144264432914997,0.0147557917706362,0.138911391606832
"ENSG00000134463",208.738357951933,4.52761025707363e-06,0.00144269034080261,0.0670521031527833,0.293107707596641
"ENSG00000134470",719.549158321862,-5.10497127039865e-06,0.00144265089026727,0.388215554179922,0.692455280932505
"ENSG00000134480",859.189730524604,-1.00933600944294e-05,0.00144237890382559,0.431671400288392,0.72485187898869
"ENSG00000134489",4.33667063054329,-5.33164318222119e-06,0.00144268476218715,0.108471553065134,NA
"ENSG00000134490",328.417878597012,9.80021837805225e-07,0.00144258632674486,0.91266504261205,0.970287066161031
"ENSG00000134504",341.890037187001,-1.60119773827625e-05,0.00144268007477321,0.0146426332427843,0.138576388414722
"ENSG00000134508",2651.47466061056,1.45479561330704e-06,0.00144265666996555,0.78495401277414,0.921848462234409
"ENSG00000134516",29.4039846367517,-2.12238756000369,0.419992007740473,0.328474511056287,0.641217545480655
"ENSG00000134531",20503.913350078,-8.18979542246866e-07,0.00144264911630422,0.665051849466454,0.866791593769029
"ENSG00000134532",6.46737165170861,-6.406195254993e-07,0.00144269160250735,0.686679206941718,NA
"ENSG00000134533",4.59205846895332,9.95912922023572e-07,0.00144268921734202,0.632466394459261,NA
"ENSG00000134539",64.16031436154,9.65341123340354e-06,0.00144259502985927,0.292235738412921,0.608860483765374
"ENSG00000134545",1.07688324473728,5.65903009202354e-07,0.00144269303700142,0.641605416307075,NA
"ENSG00000134548",7.13792782229925,-4.12109063730838e-07,0.00144268665377913,0.865963107392376,NA
"ENSG00000134551",10.8034229008422,2.40834846182644e-06,0.00144267477721197,0.538699510586016,0.795696554849571
"ENSG00000134569",106.176656537545,1.54376825702764e-05,0.00144272383324673,0.895213053485152,0.964105180956514
"ENSG00000134571",1.2756054055698,-3.45129592846415e-06,0.00144269326029111,0.0423417076578233,NA
"ENSG00000134574",2218.68469147446,-1.22814021572458e-05,0.0014426428687151,0.102168727984208,0.363021203223831
"ENSG00000134575",1234.19745723119,1.50556988745197e-06,0.00144260942439355,0.849540472873722,0.945536943223977
"ENSG00000134590",3044.558916278,-1.97112827840539e-05,0.00144266709852614,0.0175527255992693,0.150815063910774
"ENSG00000134594",12.7782362833875,-7.33032131388426e-06,0.00144268347404444,0.0587066986733781,0.275753360492296
"ENSG00000134597",571.3946583117,-3.66979123032344e-06,0.00144213115015232,0.855534986585413,0.947283730207518
"ENSG00000134602",66.6208574917177,-2.56977241990445e-07,0.00144269209080765,0.857200096072579,0.948514850532984
"ENSG00000134612",0.407324788660583,3.65399269031298e-08,0.00144269465769603,0.933145517183674,NA
"ENSG00000134627",24.6703790212333,1.33087799808937e-06,0.00144265370151057,0.80914827881659,0.931251889681883
"ENSG00000134644",4589.38307524683,-9.11419495441555e-06,0.00144185721440042,0.588595028345557,0.825894535295397
"ENSG00000134668",1576.29707270417,-4.17417399384483e-06,0.00144269345541441,0.0254067597613972,0.181125901263796
"ENSG00000134684",4310.93676367385,6.4042388649148e-06,0.00144254890106322,0.543483189208279,0.798305567473129
"ENSG00000134686",4410.4609526456,1.70786379970244e-05,0.00144250217626537,0.197850881577971,0.504669271579805
"ENSG00000134690",831.077011727438,5.13808040086364e-06,0.00144268795411716,0.904231699304489,0.9672211701436
"ENSG00000134697",2058.26900682143,-3.67239101317112e-06,0.00144257742795452,0.692041748530952,0.880654802352203
"ENSG00000134698",1621.66387119459,1.8589984411932e-05,0.00144264534268462,0.0368902694955146,0.218680894018046
"ENSG00000134709",11.8988587755655,5.27558591541802e-06,0.00144267145263803,0.246221820696453,0.561105953664394
"ENSG00000134716",9.16100662835664,-1.68548204282323e-06,0.00144268944983017,0.421375338932995,0.718381267795367
"ENSG00000134717",1275.57261012885,1.16125209151262e-06,0.00144257142988887,0.90317215783378,0.966758501108186
"ENSG00000134744",1467.70952338873,1.587369262035e-05,0.00144253730873359,0.188409377758705,0.492409421319696
"ENSG00000134748",1094.14281270105,1.56873763731414e-05,0.00144266144934504,0.0346947679648452,0.212189349425741
"ENSG00000134755",19.4472412079573,-3.95247224941448e-06,0.00144269269407074,0.740329064081007,0.903327231036507
"ENSG00000134757",1.04170457220605,4.24771381750701e-07,0.00144269335275415,0.702250216948077,NA
"ENSG00000134758",778.967926092193,1.20265663459018e-08,0.00144263466236326,0.999782845363443,0.999852954126196
"ENSG00000134759",2050.87892790227,-1.12159936150514e-05,0.00144232839980706,0.502337678697724,0.772463939562509
"ENSG00000134762",48.4397249953349,5.15287688488653e-06,0.00144269333057824,0.0182869714642942,0.153615974477876
"ENSG00000134765",1.22134106421562,-1.15653110839968e-06,0.00144269099479073,0.511117633211909,NA
"ENSG00000134769",263.007276992257,-2.36300591350269e-06,0.00144268815272855,0.320611662298892,0.634515570486725
"ENSG00000134775",19.6279585546193,-6.50603547106216e-06,0.0014426990103703,9.99932994291789e-05,0.0148538194574278
"ENSG00000134779",4428.25969794803,-4.94583615563663e-06,0.00144257773272785,0.596422234156097,0.830716174730266
"ENSG00000134780",473.545667980929,-1.94317885085881e-05,0.0014426765181375,0.0126810382939075,0.129150432579177
"ENSG00000134802",1387.50080499163,-1.11185919176711e-06,0.00144257919480192,0.895599386509212,0.964107042624711
"ENSG00000134809",488.528224269618,2.36595331007398e-06,0.00144263585672459,0.850466642243359,0.945937772798021
"ENSG00000134812",3.81855104507811,2.97406685242337e-06,0.00144269035045085,0.163819884872164,NA
"ENSG00000134815",837.651284856994,2.2607852000608e-07,0.00144256991351086,0.981862347405664,0.994422551035222
"ENSG00000134817",3.72300640073332,-2.85785054118251,0.699587870504632,0.974418626963324,NA
"ENSG00000134824",7675.56503189371,2.09372253822762e-06,0.0014426530045937,0.707762796050114,0.888666825389523
"ENSG00000134825",802.748179944239,4.96350906322355e-06,0.00144250793363181,0.673275697650763,0.87075137628585
"ENSG00000134827",2.19632435762227,1.52279690118247e-06,0.0014426930349837,0.249402550040316,NA
"ENSG00000134830",48.2610068364137,-0.570183309167766,0.169532115038248,0.83295380981306,0.940173113186869
"ENSG00000134851",4001.18179204057,-3.98026890089761e-07,0.0014424834882786,0.973340158615476,0.990931238748845
"ENSG00000134852",2555.7021384853,0.176882422620833,0.0815038106080758,0.000789320601860955,0.0349072698855024
"ENSG00000134853",48.6132919946818,-1.61729121491882e-06,0.00144268925171818,0.0105047744376823,0.118416383683688
"ENSG00000134864",128.295369857847,-1.61991311261054e-05,0.00144269655757717,0.00415869189074546,0.076935799978791
"ENSG00000134871",119420.94514859,7.41861960389553e-06,0.00144265931130761,0.103107023618445,0.364868228629661
"ENSG00000134873",1.46014063216643,-4.16542626377057e-07,0.00144269326687372,0.714139405626376,NA
"ENSG00000134874",438.535663541943,-2.74410710570282e-06,0.00144269133456504,0.152390989681119,0.442678136670302
"ENSG00000134882",1325.64286644401,-4.72321308528034e-06,0.00144231562210395,0.775832515809185,0.917745842743903
"ENSG00000134884",5615.88061108558,3.55418495617761e-06,0.0014426263383431,0.55864947747912,0.806977916347175
"ENSG00000134897",752.824482812625,2.29143774289914e-05,0.00144266923853932,0.0127396195788641,0.129226267594608
"ENSG00000134899",185.504512651845,1.82848469639117e-05,0.00144255618690938,0.12539424614138,0.402081300445694
"ENSG00000134900",2701.72024142694,0.172443392962382,0.196858520806657,0.00472548216643816,0.0825628801953611
"ENSG00000134901",723.233076677467,1.15277683019065e-05,0.00144262052109609,0.170003338049624,0.467084113063043
"ENSG00000134905",1362.95083645535,-6.36906413598241e-06,0.00144262785635233,0.383167800771361,0.689173432893517
"ENSG00000134909",535.678072336058,8.6074476317796e-06,0.00144267521592149,0.0773326702433817,0.314144720847805
"ENSG00000134910",6137.30225141164,-1.24153259494061e-05,0.00144257106431052,0.233306614029985,0.545560965223568
"ENSG00000134917",0.49131451520636,8.73274128502687e-07,0.00144269410125041,0.35734151676137,NA
"ENSG00000134940",10.1328415208046,2.45703597861054e-06,0.00144268161905863,0.448006251813649,0.735924300913705
"ENSG00000134954",8643.97579514825,1.4699020420625e-05,0.00144266187683651,0.0399903170149656,0.228902226436223
"ENSG00000134955",180.743123381762,-0.988845175135441,0.234324002625439,0.0487021408503593,0.251849595825968
"ENSG00000134962",35.0063481504246,6.20826144149352e-06,0.00144267025893485,0.193852374634678,0.5000019962603
"ENSG00000134970",2345.57382809068,2.23932545858526e-06,0.00144265775681033,0.671102720281,0.869672357582366
"ENSG00000134982",3308.18741227383,0.000113426352438081,0.00144470722003476,0.483690939224356,0.760064103996649
"ENSG00000134986",374.950037271342,-5.6172571003019e-06,0.00144268668322964,0.0499552291007725,0.254652304114614
"ENSG00000134987",2288.91248053883,4.52634427775261e-06,0.00144252108301825,0.689933904853168,0.879477150262232
"ENSG00000134996",2148.33502287549,1.38063005267025e-05,0.00144253039082475,0.248102452207186,0.563789980347071
"ENSG00000135002",1498.88123162316,5.14855382434101e-07,0.00144266750886585,0.909778826637528,0.969277192232322
"ENSG00000135018",6000.04697232119,3.76462837573557e-05,0.00144262446542141,0.0134771307241642,0.133125098516398
"ENSG00000135040",1244.55771973944,4.11248658935822e-06,0.00144219997725259,0.88085082730692,0.957708768575456
"ENSG00000135045",287.982983418098,1.80174811626709e-06,0.0014426270606001,0.798780089076627,0.926849268433876
"ENSG00000135046",14686.9374945216,3.80080033746746e-05,0.00144290322345815,0.447196857030949,0.735434669880586
"ENSG00000135047",5009.76856118775,1.20687441471815e-05,0.00144268997971666,0.0123752071969809,0.127863448877408
"ENSG00000135048",7766.91250440616,9.22730599199821e-06,0.00144268513217689,0.0298692668821801,0.197082279961269
"ENSG00000135049",1087.31747738398,1.61117184748922e-05,0.00144254983724003,0.215304254311941,0.525081160168721
"ENSG00000135052",3361.00161423536,-0.640814602301339,0.33840853473827,0.00145817298134448,0.0471152670880396
"ENSG00000135063",728.176283097136,4.61581511891229e-06,0.0014426916453233,0.0450626269274947,0.24176495835433
"ENSG00000135069",1054.07800753679,4.505344851534e-07,0.00144267664289583,0.90361559469592,0.967042387685059
"ENSG00000135070",858.159155545051,1.84744627805173e-05,0.00144256187622402,0.117109479688666,0.388390291164035
"ENSG00000135074",4630.0102106534,2.67155777371388e-06,0.00144267100928851,0.824135717436085,0.937027134929373
"ENSG00000135077",35.0298237975522,-1.50173962377812,0.253718174800865,0.898872177351538,0.965006102642702
"ENSG00000135083",857.851092920745,7.87046027805003e-06,0.00144261922183876,0.320059376454419,0.634173573304704
"ENSG00000135090",1873.48130504022,-2.35932050547084e-05,0.0014426510753516,0.0191692596394803,0.157572317281418
"ENSG00000135093",379.131590310459,4.91292001595419e-06,0.00144245436014616,0.716060688754456,0.893061739253185
"ENSG00000135094",19.4176820869699,-1.84124406628647,0.600966999024774,0.234773281737388,0.547013290572972
"ENSG00000135097",8.23793694690944,-2.87960211624533e-06,0.00144268443944927,0.322219494184468,NA
"ENSG00000135100",7.54667931817509,1.71014272777385e-06,0.00144268424198537,0.550959508058468,NA
"ENSG00000135108",1813.09126494813,-8.57724978630518e-06,0.00144252450817365,0.456121276357347,0.741132399616775
"ENSG00000135111",275.556556895542,5.47691922324302e-07,0.001442689364787,0.791096209384894,0.92440527811471
"ENSG00000135114",38.225224007581,-6.59976276676125e-06,0.00144269195415797,0.0183258132377145,0.153768141702564
"ENSG00000135116",9.6592686644563,-3.39122262211153e-06,0.00144268726901807,0.201536560176385,0.509340161030527
"ENSG00000135119",65.6325952568835,9.95750019883101e-06,0.00144266028980525,0.104557810912028,0.366830360397097
"ENSG00000135124",3361.296190357,7.0802208426817e-06,0.00144268998991256,0.0278225484913714,0.189980540430822
"ENSG00000135127",13.9316707531086,7.33257069230024e-06,0.00144267772075638,0.0937463682366943,0.346861562475769
"ENSG00000135144",241.704001976399,1.70096964229041e-07,0.00144269335405676,0.883927387465681,0.958813526287709
"ENSG00000135148",939.212030944572,-9.44329262328337e-06,0.0014422480137469,0.604711540438046,0.835587764896615
"ENSG00000135164",2133.40374223272,1.51709054585774e-05,0.00144248746595227,0.256633202886886,0.572726713854174
"ENSG00000135185",307.173192306153,-1.10400159077113e-05,0.00144268665352637,0.0172041759221874,0.14896914678046
"ENSG00000135205",58.9806979394676,-8.63559911083762e-07,0.00144265466379137,0.872189284040831,0.954260570534043
"ENSG00000135211",304.912111253346,-2.35419269289057e-05,0.00144262318519561,0.0325073858567701,0.20571857276818
"ENSG00000135218",3415.79148262648,3.0749653336682e-06,0.00144269325940317,0.0580466287686615,0.274468225188183
"ENSG00000135241",1199.75468990353,4.86539617169923e-06,0.00144250110087264,0.458670209167175,0.743129353383918
"ENSG00000135245",196.79574829619,-6.99110838752554e-06,0.00144260058236983,0.416284836852876,0.715020373097586
"ENSG00000135248",1.0106776599755,-2.99160715084113e-06,0.00144269371835211,0.0383824690044798,NA
"ENSG00000135249",804.52007357731,-1.16208074049025e-05,0.0014425600418263,0.276607413973466,0.591795164549321
"ENSG00000135250",2329.29439865246,2.20956214583596e-05,0.00144247138249862,0.138745639481458,0.422431402286438
"ENSG00000135253",27.9917132335525,-3.24106664800623e-05,0.00144285053858312,0.0343125307686755,0.211139457513047
"ENSG00000135269",1726.21557669705,5.98042073206504e-06,0.0014425847940145,0.442121680177728,0.732031487340369
"ENSG00000135272",1645.17305685948,6.2596214058678e-06,0.00144267330552566,0.034533778974108,0.211786056130508
"ENSG00000135297",734.554110399625,-1.55968540605552e-05,0.00144246405796596,0.068983852554783,0.297633859538214
"ENSG00000135298",1.34552576149736,3.41591320176735e-07,0.0014426934619773,0.748424736993759,NA
"ENSG00000135299",381.144008899343,0.406311765447609,0.373258245334679,0.00371041581149168,0.0723819831553057
"ENSG00000135312",699.76415085335,-1.10567054764936e-06,0.00144268920015044,0.594047553697808,0.82925168048558
"ENSG00000135314",32.5478676834578,-5.50813037529224e-06,0.00144268334526244,0.0611393549457034,0.280858203880205
"ENSG00000135315",336.882518545117,-8.18905087108914e-06,0.00144256278230702,0.421152069640047,0.718381267795367
"ENSG00000135316",3543.44112069653,1.46510000015782e-05,0.00144261136507496,0.117016668749325,0.388276880020425
"ENSG00000135317",862.207077595661,0.000127237490233782,0.00144527698303061,0.396775071968614,0.700803883499964
"ENSG00000135318",10240.515873139,-3.61146761007014e-06,0.0014426775470194,0.338084746158379,0.650729580522136
"ENSG00000135324",69.5236071489286,2.39545229287131e-06,0.00144268733056034,0.341731649901925,0.654287606559001
"ENSG00000135333",32.5302958687577,4.21196333151843e-06,0.00144267030264705,0.347786156836783,0.658582235034499
"ENSG00000135334",1232.89791486787,-5.28386731962879e-05,0.00144268974463915,0.972061973006543,0.9901326090346
"ENSG00000135336",676.587011537473,-1.36080696536286e-05,0.00144257817665229,0.189486039247661,0.49401365458562
"ENSG00000135338",215.479403266903,-1.27661795291527e-05,0.00144265939804618,0.0601911774449384,0.278942373262199
"ENSG00000135341",1908.08994703347,-3.29280908525563e-06,0.00144229114348936,0.850306066747838,0.945923659207143
"ENSG00000135346",2.14743639071781,4.11504418081549e-07,0.00144268774510354,0.858813758676139,NA
"ENSG00000135362",411.292384779769,-5.72441582705152e-06,0.00144269640226358,0.00196202708763762,0.0544211496756359
"ENSG00000135363",2099.56591039406,9.66142875754547e-06,0.00144268636844934,0.0235049257064923,0.175425299634536
"ENSG00000135365",1309.94799784101,4.28705402562863e-07,0.00144257831475136,0.96387920864736,0.987364440425712
"ENSG00000135372",1840.26951945124,4.37718908273391e-06,0.0014425923700897,0.617736641762228,0.842039873157947
"ENSG00000135373",0.17870301961047,1.62450514778015e-07,0.00144269453348951,0.55958209804702,NA
"ENSG00000135374",4.63645242244044,1.080840330632e-06,0.00144268319173644,0.714776766310809,NA
"ENSG00000135378",123.906131955977,1.08625721479816,0.385710651069114,0.000154433467128352,0.0167796746744392
"ENSG00000135387",13718.8415140889,-1.61146962044782e-05,0.0014424387071086,0.2916756530011,0.608664260695531
"ENSG00000135390",3871.49900633962,-8.84275607457812e-06,0.00144234097561222,0.586600468223828,0.825048633529385
"ENSG00000135392",658.261174631162,-7.2417370258178e-06,0.00144248242504801,0.566251039504352,0.811282202840928
"ENSG00000135404",14344.1992372302,-2.1053222579119e-05,0.00144267901819073,0.0101973454843988,0.116905637150272
"ENSG00000135407",107.631940098006,1.5018712199356e-05,0.00144268293221586,0.00827525292679409,0.107204084104605
"ENSG00000135414",873.935039193824,2.44096256978931e-06,0.00144265619121393,0.650569521352651,0.859900987034965
"ENSG00000135423",1.86228872792722,1.63662583625645e-07,0.00144268973754689,0.933587535570232,NA
"ENSG00000135424",75.5756093860903,-3.61994357132268e-06,0.00144260562347727,0.655725436228849,0.862672843248644
"ENSG00000135426",6.20247304830503,-1.00259863991548e-06,0.00144267994106386,0.762071530371796,NA
"ENSG00000135436",40.9274257045151,7.09846684330638e-06,0.00144265916420142,0.212243396403243,0.521672885337742
"ENSG00000135437",16.6203674326964,-3.45893247743182e-06,0.0014426603270055,0.50550251944409,0.774789630459476
"ENSG00000135439",34.8737991307653,-8.95268519840701e-06,0.00144269941431398,0.831438809829198,0.939608335224458
"ENSG00000135441",369.645655428659,7.682848615407e-06,0.0014425949234489,0.389708404763894,0.693650446419282
"ENSG00000135446",2266.42979060388,-1.44355736036221e-06,0.00144257694734503,0.874783134761873,0.955287383492206
"ENSG00000135451",552.623090744293,-7.00718412131383e-07,0.0014426844182732,0.534364441558793,0.792506139932439
"ENSG00000135452",532.389256806501,4.05872204257667e-06,0.00144252454108759,0.717268245803312,0.893699745345736
"ENSG00000135454",7.5658306085554,-3.60392795507603e-06,0.0014426940720113,0.0212839429438398,NA
"ENSG00000135457",1047.57841193888,2.3904634220755e-05,0.00144259690986992,0.0448815456802745,0.241474831832473
"ENSG00000135469",229.402763740694,1.86231015843756e-05,0.00144266209250863,0.0334201440027426,0.208752731513729
"ENSG00000135473",415.778467373885,2.39145327623046e-06,0.0014426353157741,0.718952268541653,0.89409305617904
"ENSG00000135476",1066.18792799048,2.49063660136018e-06,0.00144268105413673,0.452213989380195,0.738553574642108
"ENSG00000135477",2.13945192893595,-6.1135560441531e-07,0.00144269317644286,0.60472350637267,NA
"ENSG00000135480",4233.61325282648,-2.47631030999765e-06,0.00144269214524047,0.146234512865567,0.433393986919565
"ENSG00000135482",295.054594379357,-6.31441575653745e-06,0.0014424217963102,0.656447326464602,0.862842936679631
"ENSG00000135486",13024.4798966216,1.69189341276402e-05,0.00144262577950242,0.0681782352147908,0.295620827891333
"ENSG00000135502",0.434182247918052,-6.38979555992522e-08,0.001442693908859,0.953917736308989,NA
"ENSG00000135503",842.574572361885,-6.0197645465916e-06,0.00144255285160768,0.560100367855197,0.80746545814803
"ENSG00000135506",6757.62162354409,-1.49954739196304e-05,0.00144249415271347,0.253567641875559,0.56959714584052
"ENSG00000135517",3.82050079365922,4.36460618591894e-06,0.00144268952293114,0.0835079622748561,NA
"ENSG00000135519",8.32079819908655,2.56344753918305e-06,0.00144267551597108,0.508622602406923,NA
"ENSG00000135521",670.048239713926,-8.25266477418649e-06,0.00144261256657592,0.316449984687457,0.630761156239167
"ENSG00000135525",42.073546690963,2.41602283672103e-06,0.00144267598817618,0.52600829235806,0.788260008516616
"ENSG00000135535",6483.14587737527,-9.15088214446215e-06,0.00144263949073943,0.19769883961652,0.504601961102891
"ENSG00000135537",121.574075718321,-1.98007220973261e-05,0.0014426411356137,0.256574452072095,0.572659327974824
"ENSG00000135540",3846.20583080526,1.89259801108684e-05,0.00144266511211668,0.0208779873686332,0.164992041083896
"ENSG00000135541",838.262904816444,-9.647360928248e-05,0.0014441957166938,0.692921664342546,0.881080625626078
"ENSG00000135547",36.0614224051166,-2.89272913777649e-06,0.00144269331445902,0.720691376493347,0.894543798463592
"ENSG00000135549",3.66773956360196,-3.17019682236498e-06,0.00144269394265135,0.0293528394639964,NA
"ENSG00000135577",0.599262229853346,-9.99056261710847e-08,0.00144269358932583,0.920416951327872,NA
"ENSG00000135587",133.966591505164,-1.45721380676626e-05,0.00144259412682141,0.143476733100552,0.429381048440304
"ENSG00000135596",1385.09428737824,-1.50046696033347e-05,0.00144270145540006,0.00212866488931505,0.0563913417309433
"ENSG00000135597",1177.54164291237,-1.59260400428047e-05,0.00144263080425256,0.0714818797191107,0.303332481042716
"ENSG00000135604",599.827635869102,1.18120476408037e-05,0.00144268575097215,0.0168342743950574,0.147240450088391
"ENSG00000135605",35.7296057594513,-2.91828651485776e-06,0.0014426905345361,0.16272748736475,0.457360162890008
"ENSG00000135617",465.737981309551,-2.58571819550046e-06,0.0014426456939749,0.667069219444821,0.868056192734374
"ENSG00000135622",264.8294019385,-3.96145444339224e-06,0.00144267745066237,0.300274817520339,0.615715734659566
"ENSG00000135624",7279.06759516531,-1.15783144463172e-05,0.00144259811056167,0.212930248183365,0.522466120481434
"ENSG00000135625",0.485875534389862,-5.40709401549578e-07,0.00144269502630682,0.300730373883331,NA
"ENSG00000135631",5570.54532958952,-4.51782197183418e-06,0.0014426202639374,0.546687518360568,0.800035311121786
"ENSG00000135632",741.24130549672,4.49018786936866e-07,0.00144257537721462,0.962344118422215,0.986598279783196
"ENSG00000135636",26727.3819349471,-8.86608081493837e-06,0.00144266214353784,0.125705629797985,0.402571175338358
