"","baseMean","log2FoldChange","lfcSE","pvalue","padj","symbol"
"ENSG00000101306",762.567613882665,1.15999762301611,0.553633096553795,0.000929176593924052,0.0377567986477961,"MYLK2"
"ENSG00000182489",39.5827641942133,-1.61919120870778,0.832095788973263,0.000990670964319777,0.0386751757737371,"XKRX"
"ENSG00000007306",48.9606119412232,1.94108934803683,0.971300430282242,0.000999944196314327,0.0387870036999758,"CEACAM7"
"ENSG00000277491",14.4078751231147,1.17521181884285,0.579822030047185,0.00101883514839129,0.0392917693573825,NA
"ENSG00000127241",54.7266683261587,-1.06814810622233,0.545489997411699,0.00107201926587106,0.0404102901461998,"MASP1"
"ENSG00000272183",9.02327959342728,-1.14986005100305,0.582157123095191,0.00111355801025705,0.0410427175524729,NA
"ENSG00000262133",8.70897915969956,1.22225775691286,0.617165930768823,0.00112044681456245,0.0411528212806507,NA
"ENSG00000141574",47.8792023427166,-1.39243275215055,0.737069107071347,0.00114670815788733,0.0417351822110209,"SECTM1"
"ENSG00000096006",12.4023725501129,1.45304595849427,0.745582002149223,0.00115912359265466,0.041951216432334,"CRISP3"
"ENSG00000122861",3085.3027782481,-1.43426716660205,0.778125711328489,0.00119915614393987,0.0425216658539615,"PLAU"
"ENSG00000168447",646.929942424657,1.71067982988817,0.890973983262575,0.00120278124417471,0.0425216658539615,"SCNN1B"
"ENSG00000171385",29.7129363237811,1.03503508218348,0.531132229385755,0.00119102729111681,0.0425216658539615,"KCND3"
"ENSG00000256751",8.85432023791248,1.46736447452358,0.761230425359262,0.00121826324488421,0.0426915825325701,"PLBD1-AS1"
"ENSG00000258676",24.9765267922571,1.2111417990787,0.632633506107516,0.00125130947591384,0.0431522919106919,NA
"ENSG00000122862",8539.17480115006,-1.0123794819884,0.554784507519596,0.00133331483739412,0.0447487859062798,"SRGN"
"ENSG00000163751",114.357461295905,-1.21783710759293,0.681702748787916,0.00138092441267734,0.0456228305960978,"CPA3"
"ENSG00000267385",21.812232668954,1.20924602531585,0.663061321886786,0.00145798320283459,0.0471152670880396,NA
"ENSG00000068615",350.642383997461,1.17232183236756,0.640733651780898,0.00149152595621133,0.0479343934709327,"REEP1"
"ENSG00000236849",51.6244393370576,1.21880161911691,0.670083697506906,0.00150303045322019,0.0480730027254827,"LINC01474"
"ENSG00000167612",86.6659797859827,-1.32620418442723,0.779820747753169,0.00155072628118447,0.0492061152577111,"ANKRD33"
"ENSG00000164116",384.308053485344,1.5265413544706,0.866174291764233,0.00160215294784485,0.0498502917477415,"GUCY1A1"
